inj_id,layer_injected,weight_coords,bit_to_change,desired_size,top_one_correct,masked,non_critical,critical
7097,encoder.layers.encoder_layer_8.mlp.0.weight, 2903  537 ,28,1101,1035,0,1101,0
7098,encoder.layers.encoder_layer_8.mlp.0.weight, 785  116 ,8,1101,1035,0,1101,0
7099,encoder.layers.encoder_layer_8.mlp.0.weight, 1778  557 ,23,1101,1035,0,1101,0
7100,encoder.layers.encoder_layer_8.mlp.0.weight, 1949  599 ,16,1101,1035,0,1101,0
7101,encoder.layers.encoder_layer_8.mlp.0.weight, 1674  429 ,24,1101,1035,0,1101,0
7102,encoder.layers.encoder_layer_8.mlp.0.weight, 2111  220 ,10,1101,1035,0,1101,0
7103,encoder.layers.encoder_layer_8.mlp.0.weight, 1113  389 ,28,1101,1035,0,1101,0
7104,encoder.layers.encoder_layer_8.mlp.0.weight, 2848  544 ,15,1101,1035,0,1101,0
7105,encoder.layers.encoder_layer_8.mlp.0.weight, 2299  127 ,17,1101,1035,0,1101,0
7106,encoder.layers.encoder_layer_8.mlp.0.weight, 1095  695 ,23,1101,1035,0,1101,0
7107,encoder.layers.encoder_layer_8.mlp.0.weight, 1256  592 ,19,1101,1035,0,1101,0
7108,encoder.layers.encoder_layer_8.mlp.0.weight, 1390  131 ,0,1101,1035,0,1101,0
7109,encoder.layers.encoder_layer_8.mlp.0.weight, 315  265 ,15,1101,1035,0,1101,0
7110,encoder.layers.encoder_layer_8.mlp.0.weight, 1537  157 ,18,1101,1035,0,1101,0
7111,encoder.layers.encoder_layer_8.mlp.0.weight, 350  436 ,14,1101,1035,0,1101,0
7112,encoder.layers.encoder_layer_8.mlp.0.weight, 2468  414 ,26,1101,1035,0,1101,0
7113,encoder.layers.encoder_layer_8.mlp.0.weight, 1653  541 ,25,1101,1035,0,1101,0
7114,encoder.layers.encoder_layer_8.mlp.0.weight, 45  118 ,16,1101,1035,0,1101,0
7115,encoder.layers.encoder_layer_8.mlp.0.weight, 1077  5 ,31,1101,1035,0,1101,0
7116,encoder.layers.encoder_layer_8.mlp.0.weight, 590  458 ,16,1101,1035,0,1101,0
7117,encoder.layers.encoder_layer_8.mlp.0.weight, 1428  672 ,11,1101,1035,0,1101,0
7118,encoder.layers.encoder_layer_8.mlp.0.weight, 240  382 ,22,1101,1035,0,1101,0
7119,encoder.layers.encoder_layer_8.mlp.0.weight, 1935  261 ,26,1101,1035,0,1101,0
7120,encoder.layers.encoder_layer_8.mlp.0.weight, 301  698 ,17,1101,1035,0,1101,0
7121,encoder.layers.encoder_layer_8.mlp.0.weight, 760  129 ,19,1101,1035,0,1101,0
7122,encoder.layers.encoder_layer_8.mlp.0.weight, 2148  427 ,24,1101,1035,0,1101,0
7123,encoder.layers.encoder_layer_8.mlp.0.weight, 2220  401 ,11,1101,1035,0,1101,0
7124,encoder.layers.encoder_layer_8.mlp.0.weight, 1920  160 ,21,1101,1035,0,1101,0
7125,encoder.layers.encoder_layer_8.mlp.0.weight, 2384  536 ,7,1101,1035,0,1101,0
7126,encoder.layers.encoder_layer_8.mlp.0.weight, 1717  346 ,10,1101,1035,0,1101,0
7127,encoder.layers.encoder_layer_8.mlp.0.weight, 2488  513 ,26,1101,1035,0,1101,0
7128,encoder.layers.encoder_layer_8.mlp.0.weight, 719  596 ,10,1101,1035,0,1101,0
7129,encoder.layers.encoder_layer_8.mlp.0.weight, 37  142 ,7,1101,1035,0,1101,0
7130,encoder.layers.encoder_layer_8.mlp.0.weight, 2673  416 ,22,1101,1035,0,1101,0
7131,encoder.layers.encoder_layer_8.mlp.0.weight, 2893  762 ,8,1101,1035,0,1101,0
7132,encoder.layers.encoder_layer_8.mlp.0.weight, 2433  488 ,5,1101,1035,0,1101,0
7133,encoder.layers.encoder_layer_8.mlp.0.weight, 2389  608 ,16,1101,1035,0,1101,0
7134,encoder.layers.encoder_layer_8.mlp.0.weight, 1256  98 ,17,1101,1035,0,1101,0
7135,encoder.layers.encoder_layer_8.mlp.0.weight, 2852  563 ,15,1101,1035,0,1101,0
7136,encoder.layers.encoder_layer_8.mlp.0.weight, 515  606 ,0,1101,1035,0,1101,0
7137,encoder.layers.encoder_layer_8.mlp.0.weight, 1908  625 ,4,1101,1035,0,1101,0
7138,encoder.layers.encoder_layer_8.mlp.0.weight, 878  654 ,6,1101,1035,0,1101,0
7139,encoder.layers.encoder_layer_8.mlp.0.weight, 2430  675 ,17,1101,1035,0,1101,0
7140,encoder.layers.encoder_layer_8.mlp.0.weight, 763  270 ,25,1101,1035,0,1101,0
7141,encoder.layers.encoder_layer_8.mlp.0.weight, 35  211 ,30,1101,1018,0,1076,25
7142,encoder.layers.encoder_layer_8.mlp.0.weight, 318  646 ,26,1101,1035,0,1101,0
7143,encoder.layers.encoder_layer_8.mlp.0.weight, 2068  188 ,19,1101,1035,0,1101,0
7144,encoder.layers.encoder_layer_8.mlp.0.weight, 115  480 ,21,1101,1035,0,1101,0
7145,encoder.layers.encoder_layer_8.mlp.0.weight, 301  705 ,22,1101,1035,0,1101,0
7146,encoder.layers.encoder_layer_8.mlp.0.weight, 1686  716 ,15,1101,1035,0,1101,0
7147,encoder.layers.encoder_layer_8.mlp.0.weight, 1226  435 ,14,1101,1035,0,1101,0
7148,encoder.layers.encoder_layer_8.mlp.0.weight, 1983  243 ,23,1101,1035,0,1101,0
7149,encoder.layers.encoder_layer_8.mlp.0.weight, 1058  446 ,17,1101,1035,0,1101,0
7150,encoder.layers.encoder_layer_8.mlp.0.weight, 1774  31 ,27,1101,1035,0,1101,0
7151,encoder.layers.encoder_layer_8.mlp.0.weight, 2524  195 ,17,1101,1035,0,1101,0
7152,encoder.layers.encoder_layer_8.mlp.0.weight, 2028  595 ,11,1101,1035,0,1101,0
7153,encoder.layers.encoder_layer_8.mlp.0.weight, 150  297 ,17,1101,1035,0,1101,0
7154,encoder.layers.encoder_layer_8.mlp.0.weight, 962  484 ,24,1101,1035,0,1101,0
7155,encoder.layers.encoder_layer_8.mlp.0.weight, 3027  376 ,14,1101,1035,0,1101,0
7156,encoder.layers.encoder_layer_8.mlp.0.weight, 1648  468 ,10,1101,1035,0,1101,0
7157,encoder.layers.encoder_layer_8.mlp.0.weight, 1219  719 ,29,1101,1035,0,1101,0
7158,encoder.layers.encoder_layer_8.mlp.0.weight, 2939  516 ,16,1101,1035,0,1101,0
7159,encoder.layers.encoder_layer_8.mlp.0.weight, 2013  27 ,17,1101,1035,0,1101,0
7160,encoder.layers.encoder_layer_8.mlp.0.weight, 2929  753 ,21,1101,1035,0,1101,0
7161,encoder.layers.encoder_layer_8.mlp.0.weight, 1496  732 ,7,1101,1035,0,1101,0
7162,encoder.layers.encoder_layer_8.mlp.0.weight, 3055  180 ,27,1101,1035,0,1101,0
7163,encoder.layers.encoder_layer_8.mlp.0.weight, 2957  587 ,5,1101,1035,0,1101,0
7164,encoder.layers.encoder_layer_8.mlp.0.weight, 5  495 ,10,1101,1035,0,1101,0
7165,encoder.layers.encoder_layer_8.mlp.0.weight, 169  89 ,28,1101,1035,0,1101,0
7166,encoder.layers.encoder_layer_8.mlp.0.weight, 1580  719 ,27,1101,1035,0,1101,0
7167,encoder.layers.encoder_layer_8.mlp.0.weight, 2684  63 ,31,1101,1035,0,1101,0
7168,encoder.layers.encoder_layer_8.mlp.0.weight, 180  475 ,11,1101,1035,0,1101,0
7169,encoder.layers.encoder_layer_8.mlp.0.weight, 2036  735 ,28,1101,1035,0,1101,0
7170,encoder.layers.encoder_layer_8.mlp.0.weight, 3051  324 ,26,1101,1035,0,1101,0
7171,encoder.layers.encoder_layer_8.mlp.0.weight, 2039  177 ,11,1101,1035,0,1101,0
7172,encoder.layers.encoder_layer_8.mlp.0.weight, 2020  619 ,25,1101,1035,0,1101,0
7173,encoder.layers.encoder_layer_8.mlp.0.weight, 1390  711 ,2,1101,1035,0,1101,0
7174,encoder.layers.encoder_layer_8.mlp.0.weight, 794  48 ,17,1101,1035,0,1101,0
7175,encoder.layers.encoder_layer_8.mlp.0.weight, 1859  443 ,18,1101,1035,0,1101,0
7176,encoder.layers.encoder_layer_8.mlp.0.weight, 2629  469 ,16,1101,1035,0,1101,0
7177,encoder.layers.encoder_layer_8.mlp.3.weight, 19  2040 ,8,1101,1035,0,1101,0
7178,encoder.layers.encoder_layer_8.mlp.3.weight, 628  1516 ,4,1101,1035,0,1101,0
7179,encoder.layers.encoder_layer_8.mlp.3.weight, 244  1955 ,3,1101,1035,0,1101,0
7180,encoder.layers.encoder_layer_8.mlp.3.weight, 516  645 ,3,1101,1035,0,1101,0
7181,encoder.layers.encoder_layer_8.mlp.3.weight, 289  1176 ,15,1101,1035,0,1101,0
7182,encoder.layers.encoder_layer_8.mlp.3.weight, 36  2823 ,0,1101,1035,0,1101,0
7183,encoder.layers.encoder_layer_8.mlp.3.weight, 413  363 ,24,1101,1035,0,1101,0
7184,encoder.layers.encoder_layer_8.mlp.3.weight, 317  2960 ,13,1101,1035,0,1101,0
7185,encoder.layers.encoder_layer_8.mlp.3.weight, 375  868 ,7,1101,1035,0,1101,0
7186,encoder.layers.encoder_layer_8.mlp.3.weight, 465  965 ,31,1101,1035,0,1101,0
7187,encoder.layers.encoder_layer_8.mlp.3.weight, 435  2558 ,1,1101,1035,0,1101,0
7188,encoder.layers.encoder_layer_8.mlp.3.weight, 584  2348 ,31,1101,1035,0,1101,0
7189,encoder.layers.encoder_layer_8.mlp.3.weight, 613  530 ,25,1101,1035,0,1101,0
7190,encoder.layers.encoder_layer_8.mlp.3.weight, 691  2272 ,26,1101,1035,0,1101,0
7191,encoder.layers.encoder_layer_8.mlp.3.weight, 251  1344 ,6,1101,1035,0,1101,0
7192,encoder.layers.encoder_layer_8.mlp.3.weight, 410  2695 ,24,1101,1035,0,1101,0
7193,encoder.layers.encoder_layer_8.mlp.3.weight, 408  1181 ,5,1101,1035,0,1101,0
7194,encoder.layers.encoder_layer_8.mlp.3.weight, 622  1341 ,23,1101,1035,0,1101,0
7195,encoder.layers.encoder_layer_8.mlp.3.weight, 751  23 ,7,1101,1035,0,1101,0
7196,encoder.layers.encoder_layer_8.mlp.3.weight, 3  1759 ,20,1101,1035,0,1101,0
7197,encoder.layers.encoder_layer_8.mlp.3.weight, 310  379 ,28,1101,1035,0,1101,0
7198,encoder.layers.encoder_layer_8.mlp.3.weight, 442  758 ,29,1101,1035,0,1101,0
7199,encoder.layers.encoder_layer_8.mlp.3.weight, 303  2940 ,23,1101,1035,0,1101,0
7200,encoder.layers.encoder_layer_8.mlp.3.weight, 752  1404 ,12,1101,1035,0,1101,0
7201,encoder.layers.encoder_layer_8.mlp.3.weight, 701  2192 ,26,1101,1035,0,1101,0
7202,encoder.layers.encoder_layer_8.mlp.3.weight, 668  1116 ,2,1101,1035,0,1101,0
7203,encoder.layers.encoder_layer_8.mlp.3.weight, 314  1148 ,10,1101,1035,0,1101,0
7204,encoder.layers.encoder_layer_8.mlp.3.weight, 704  306 ,15,1101,1035,0,1101,0
7205,encoder.layers.encoder_layer_8.mlp.3.weight, 33  2889 ,18,1101,1035,0,1101,0
7206,encoder.layers.encoder_layer_8.mlp.3.weight, 461  2227 ,5,1101,1035,0,1101,0
7207,encoder.layers.encoder_layer_8.mlp.3.weight, 126  1647 ,30,1101,33,0,33,1068
7208,encoder.layers.encoder_layer_8.mlp.3.weight, 282  1576 ,10,1101,1035,0,1101,0
7209,encoder.layers.encoder_layer_8.mlp.3.weight, 235  98 ,1,1101,1035,0,1101,0
7210,encoder.layers.encoder_layer_8.mlp.3.weight, 738  1065 ,11,1101,1035,0,1101,0
7211,encoder.layers.encoder_layer_8.mlp.3.weight, 241  104 ,6,1101,1035,0,1101,0
7212,encoder.layers.encoder_layer_8.mlp.3.weight, 485  2567 ,10,1101,1035,0,1101,0
7213,encoder.layers.encoder_layer_8.mlp.3.weight, 644  1048 ,14,1101,1035,0,1101,0
7214,encoder.layers.encoder_layer_8.mlp.3.weight, 88  3027 ,6,1101,1035,0,1101,0
7215,encoder.layers.encoder_layer_8.mlp.3.weight, 329  2224 ,10,1101,1035,0,1101,0
7216,encoder.layers.encoder_layer_8.mlp.3.weight, 505  1276 ,22,1101,1035,0,1101,0
7217,encoder.layers.encoder_layer_8.mlp.3.weight, 488  209 ,3,1101,1035,0,1101,0
7218,encoder.layers.encoder_layer_8.mlp.3.weight, 248  419 ,8,1101,1035,0,1101,0
7219,encoder.layers.encoder_layer_8.mlp.3.weight, 289  450 ,21,1101,1035,0,1101,0
7220,encoder.layers.encoder_layer_8.mlp.3.weight, 597  21 ,21,1101,1035,0,1101,0
7221,encoder.layers.encoder_layer_8.mlp.3.weight, 412  631 ,0,1101,1035,0,1101,0
7222,encoder.layers.encoder_layer_8.mlp.3.weight, 487  624 ,10,1101,1035,0,1101,0
7223,encoder.layers.encoder_layer_8.mlp.3.weight, 344  111 ,26,1101,1035,0,1101,0
7224,encoder.layers.encoder_layer_8.mlp.3.weight, 734  50 ,26,1101,1035,0,1101,0
7225,encoder.layers.encoder_layer_8.mlp.3.weight, 22  2823 ,27,1101,1035,0,1101,0
7226,encoder.layers.encoder_layer_8.mlp.3.weight, 584  414 ,17,1101,1035,0,1101,0
7227,encoder.layers.encoder_layer_8.mlp.3.weight, 582  861 ,29,1101,1035,0,1101,0
7228,encoder.layers.encoder_layer_8.mlp.3.weight, 453  2086 ,11,1101,1035,0,1101,0
7229,encoder.layers.encoder_layer_8.mlp.3.weight, 139  2311 ,2,1101,1035,0,1101,0
7230,encoder.layers.encoder_layer_8.mlp.3.weight, 326  596 ,5,1101,1035,0,1101,0
7231,encoder.layers.encoder_layer_8.mlp.3.weight, 408  2054 ,3,1101,1035,0,1101,0
7232,encoder.layers.encoder_layer_8.mlp.3.weight, 722  1461 ,16,1101,1035,0,1101,0
7233,encoder.layers.encoder_layer_8.mlp.3.weight, 84  2887 ,23,1101,1035,0,1101,0
7234,encoder.layers.encoder_layer_8.mlp.3.weight, 218  1622 ,10,1101,1035,0,1101,0
7235,encoder.layers.encoder_layer_8.mlp.3.weight, 561  257 ,19,1101,1035,0,1101,0
7236,encoder.layers.encoder_layer_8.mlp.3.weight, 92  564 ,27,1101,1035,0,1101,0
7237,encoder.layers.encoder_layer_8.mlp.3.weight, 205  1912 ,10,1101,1035,0,1101,0
7238,encoder.layers.encoder_layer_8.mlp.3.weight, 58  1450 ,18,1101,1035,0,1101,0
7239,encoder.layers.encoder_layer_8.mlp.3.weight, 79  2716 ,19,1101,1035,0,1101,0
7240,encoder.layers.encoder_layer_8.mlp.3.weight, 12  2676 ,16,1101,1035,0,1101,0
7241,encoder.layers.encoder_layer_8.mlp.3.weight, 151  497 ,29,1101,1035,0,1101,0
7242,encoder.layers.encoder_layer_8.mlp.3.weight, 452  1926 ,2,1101,1035,0,1101,0
7243,encoder.layers.encoder_layer_8.mlp.3.weight, 105  1519 ,7,1101,1035,0,1101,0
7244,encoder.layers.encoder_layer_8.mlp.3.weight, 362  2677 ,8,1101,1035,0,1101,0
7245,encoder.layers.encoder_layer_8.mlp.3.weight, 621  477 ,10,1101,1035,0,1101,0
7246,encoder.layers.encoder_layer_8.mlp.3.weight, 534  200 ,15,1101,1035,0,1101,0
7247,encoder.layers.encoder_layer_8.mlp.3.weight, 766  1237 ,6,1101,1035,0,1101,0
7248,encoder.layers.encoder_layer_8.mlp.3.weight, 109  2596 ,28,1101,1035,0,1101,0
7249,encoder.layers.encoder_layer_8.mlp.3.weight, 459  1720 ,28,1101,1035,0,1101,0
7250,encoder.layers.encoder_layer_8.mlp.3.weight, 711  1400 ,23,1101,1035,0,1101,0
7251,encoder.layers.encoder_layer_8.mlp.3.weight, 386  801 ,4,1101,1035,0,1101,0
7252,encoder.layers.encoder_layer_8.mlp.3.weight, 559  492 ,6,1101,1035,0,1101,0
7253,encoder.layers.encoder_layer_8.mlp.3.weight, 573  2417 ,4,1101,1035,0,1101,0
7254,encoder.layers.encoder_layer_8.mlp.3.weight, 333  1258 ,11,1101,1035,0,1101,0
7255,encoder.layers.encoder_layer_8.mlp.3.weight, 201  2029 ,14,1101,1035,0,1101,0
7256,encoder.layers.encoder_layer_8.mlp.3.weight, 304  302 ,3,1101,1035,0,1101,0
7257,encoder.layers.encoder_layer_8.mlp.3.weight, 93  1033 ,14,1101,1035,0,1101,0
7258,encoder.layers.encoder_layer_8.mlp.3.weight, 630  1823 ,30,1101,41,0,41,1060
7259,encoder.layers.encoder_layer_8.mlp.3.weight, 322  1333 ,23,1101,1035,0,1101,0
7260,encoder.layers.encoder_layer_8.mlp.3.weight, 62  2028 ,12,1101,1035,0,1101,0
7261,encoder.layers.encoder_layer_8.mlp.3.weight, 293  1734 ,15,1101,1035,0,1101,0
7262,encoder.layers.encoder_layer_8.mlp.3.weight, 183  1076 ,0,1101,1035,0,1101,0
7263,encoder.layers.encoder_layer_8.mlp.3.weight, 537  809 ,26,1101,1035,0,1101,0
7264,encoder.layers.encoder_layer_8.mlp.3.weight, 167  2718 ,6,1101,1035,0,1101,0
7265,encoder.layers.encoder_layer_8.mlp.3.weight, 173  103 ,10,1101,1035,0,1101,0
7266,encoder.layers.encoder_layer_8.mlp.3.weight, 345  2187 ,6,1101,1035,0,1101,0
7267,encoder.layers.encoder_layer_8.mlp.3.weight, 192  3017 ,27,1101,1035,0,1101,0
7268,encoder.layers.encoder_layer_8.mlp.3.weight, 666  1671 ,12,1101,1035,0,1101,0
7269,encoder.layers.encoder_layer_8.mlp.3.weight, 145  85 ,31,1101,1035,0,1101,0
7270,encoder.layers.encoder_layer_8.mlp.3.weight, 392  1087 ,18,1101,1035,0,1101,0
7271,encoder.layers.encoder_layer_8.mlp.3.weight, 729  1595 ,22,1101,1035,0,1101,0
7272,encoder.layers.encoder_layer_8.mlp.3.weight, 310  1500 ,21,1101,1035,0,1101,0
7273,encoder.layers.encoder_layer_8.mlp.3.weight, 348  2421 ,4,1101,1035,0,1101,0
7274,encoder.layers.encoder_layer_8.mlp.3.weight, 240  1749 ,20,1101,1035,0,1101,0
7275,encoder.layers.encoder_layer_8.mlp.3.weight, 238  2484 ,5,1101,1035,0,1101,0
7276,encoder.layers.encoder_layer_8.mlp.3.weight, 621  2691 ,9,1101,1035,0,1101,0
7277,encoder.layers.encoder_layer_8.mlp.3.weight, 330  2987 ,8,1101,1035,0,1101,0
7278,encoder.layers.encoder_layer_8.mlp.3.weight, 71  1684 ,16,1101,1035,0,1101,0
7279,encoder.layers.encoder_layer_8.mlp.3.weight, 739  2476 ,1,1101,1035,0,1101,0
7280,encoder.layers.encoder_layer_8.mlp.3.weight, 280  582 ,9,1101,1035,0,1101,0
7281,encoder.layers.encoder_layer_8.mlp.3.weight, 653  1782 ,4,1101,1035,0,1101,0
7282,encoder.layers.encoder_layer_8.mlp.3.weight, 642  2316 ,8,1101,1035,0,1101,0
7283,encoder.layers.encoder_layer_8.mlp.3.weight, 51  1198 ,26,1101,1035,0,1101,0
7284,encoder.layers.encoder_layer_8.mlp.3.weight, 76  1637 ,24,1101,1035,0,1101,0
7285,encoder.layers.encoder_layer_8.mlp.3.weight, 633  2462 ,14,1101,1035,0,1101,0
7286,encoder.layers.encoder_layer_8.mlp.3.weight, 186  1094 ,20,1101,1035,0,1101,0
7287,encoder.layers.encoder_layer_8.mlp.3.weight, 261  2032 ,4,1101,1035,0,1101,0
7288,encoder.layers.encoder_layer_8.mlp.3.weight, 455  1899 ,21,1101,1035,0,1101,0
7289,encoder.layers.encoder_layer_8.mlp.3.weight, 310  1294 ,28,1101,1035,0,1101,0
7290,encoder.layers.encoder_layer_8.mlp.3.weight, 347  1272 ,26,1101,1035,0,1101,0
7291,encoder.layers.encoder_layer_8.mlp.3.weight, 237  1774 ,3,1101,1035,0,1101,0
7292,encoder.layers.encoder_layer_8.mlp.3.weight, 507  2101 ,6,1101,1035,0,1101,0
7293,encoder.layers.encoder_layer_8.mlp.3.weight, 572  1425 ,9,1101,1035,0,1101,0
7294,encoder.layers.encoder_layer_8.mlp.3.weight, 156  661 ,2,1101,1035,0,1101,0
7295,encoder.layers.encoder_layer_8.mlp.3.weight, 17  2247 ,27,1101,1035,0,1101,0
7296,encoder.layers.encoder_layer_8.mlp.3.weight, 206  1898 ,26,1101,1035,0,1101,0
7297,encoder.layers.encoder_layer_8.mlp.3.weight, 438  183 ,24,1101,1035,0,1101,0
7298,encoder.layers.encoder_layer_8.mlp.3.weight, 451  870 ,20,1101,1035,0,1101,0
7299,encoder.layers.encoder_layer_8.mlp.3.weight, 447  692 ,19,1101,1035,0,1101,0
7300,encoder.layers.encoder_layer_8.mlp.3.weight, 649  1944 ,18,1101,1035,0,1101,0
7301,encoder.layers.encoder_layer_8.mlp.3.weight, 469  336 ,27,1101,1035,0,1101,0
7302,encoder.layers.encoder_layer_8.mlp.3.weight, 411  10 ,13,1101,1035,0,1101,0
7303,encoder.layers.encoder_layer_8.mlp.3.weight, 482  853 ,29,1101,1035,0,1101,0
7304,encoder.layers.encoder_layer_8.mlp.3.weight, 149  2231 ,19,1101,1035,0,1101,0
7305,encoder.layers.encoder_layer_8.mlp.3.weight, 273  2207 ,24,1101,1035,0,1101,0
7306,encoder.layers.encoder_layer_8.mlp.3.weight, 324  2031 ,16,1101,1035,0,1101,0
7307,encoder.layers.encoder_layer_8.mlp.3.weight, 604  1785 ,17,1101,1035,0,1101,0
7308,encoder.layers.encoder_layer_8.mlp.3.weight, 578  804 ,3,1101,1035,0,1101,0
7309,encoder.layers.encoder_layer_8.mlp.3.weight, 303  885 ,22,1101,1035,0,1101,0
7310,encoder.layers.encoder_layer_8.mlp.3.weight, 104  2582 ,11,1101,1035,0,1101,0
7311,encoder.layers.encoder_layer_8.mlp.3.weight, 750  2744 ,0,1101,1035,0,1101,0
7312,encoder.layers.encoder_layer_8.mlp.3.weight, 391  377 ,5,1101,1035,0,1101,0
7313,encoder.layers.encoder_layer_8.mlp.3.weight, 69  1112 ,28,1101,1035,0,1101,0
7314,encoder.layers.encoder_layer_8.mlp.3.weight, 482  2692 ,9,1101,1035,0,1101,0
7315,encoder.layers.encoder_layer_8.mlp.3.weight, 203  2011 ,30,1101,41,0,41,1060
7316,encoder.layers.encoder_layer_8.mlp.3.weight, 406  957 ,12,1101,1035,0,1101,0
7317,encoder.layers.encoder_layer_8.mlp.3.weight, 613  996 ,27,1101,1035,0,1101,0
7318,encoder.layers.encoder_layer_8.mlp.3.weight, 4  2357 ,14,1101,1035,0,1101,0
7319,encoder.layers.encoder_layer_8.mlp.3.weight, 326  2056 ,4,1101,1035,0,1101,0
7320,encoder.layers.encoder_layer_8.mlp.3.weight, 682  1517 ,7,1101,1035,0,1101,0
7321,encoder.layers.encoder_layer_8.mlp.3.weight, 551  836 ,28,1101,1035,0,1101,0
7322,encoder.layers.encoder_layer_8.mlp.3.weight, 382  433 ,23,1101,1035,0,1101,0
7323,encoder.layers.encoder_layer_8.mlp.3.weight, 292  1079 ,14,1101,1035,0,1101,0
7324,encoder.layers.encoder_layer_8.mlp.3.weight, 537  41 ,21,1101,1035,0,1101,0
7325,encoder.layers.encoder_layer_8.mlp.3.weight, 236  417 ,3,1101,1035,0,1101,0
7326,encoder.layers.encoder_layer_8.mlp.3.weight, 267  464 ,27,1101,1035,0,1101,0
7327,encoder.layers.encoder_layer_8.mlp.3.weight, 634  496 ,15,1101,1035,0,1101,0
7328,encoder.layers.encoder_layer_8.mlp.3.weight, 539  2632 ,14,1101,1035,0,1101,0
7329,encoder.layers.encoder_layer_8.mlp.3.weight, 635  2067 ,16,1101,1035,0,1101,0
7330,encoder.layers.encoder_layer_8.mlp.3.weight, 135  3032 ,19,1101,1035,0,1101,0
7331,encoder.layers.encoder_layer_8.mlp.3.weight, 475  2089 ,31,1101,1035,0,1101,0
7332,encoder.layers.encoder_layer_8.mlp.3.weight, 549  1086 ,20,1101,1035,0,1101,0
7333,encoder.layers.encoder_layer_8.mlp.3.weight, 567  346 ,31,1101,1035,0,1101,0
7334,encoder.layers.encoder_layer_8.mlp.3.weight, 558  583 ,1,1101,1035,0,1101,0
7335,encoder.layers.encoder_layer_8.mlp.3.weight, 255  2143 ,3,1101,1035,0,1101,0
7336,encoder.layers.encoder_layer_8.mlp.3.weight, 223  2435 ,18,1101,1035,0,1101,0
7337,encoder.layers.encoder_layer_8.mlp.3.weight, 623  687 ,11,1101,1035,0,1101,0
7338,encoder.layers.encoder_layer_8.mlp.3.weight, 261  2498 ,26,1101,1035,0,1101,0
7339,encoder.layers.encoder_layer_8.mlp.3.weight, 632  1232 ,9,1101,1035,0,1101,0
7340,encoder.layers.encoder_layer_8.mlp.3.weight, 200  1577 ,12,1101,1035,0,1101,0
7341,encoder.layers.encoder_layer_8.mlp.3.weight, 206  2471 ,15,1101,1035,0,1101,0
7342,encoder.layers.encoder_layer_8.mlp.3.weight, 526  2965 ,5,1101,1035,0,1101,0
7343,encoder.layers.encoder_layer_8.mlp.3.weight, 705  473 ,8,1101,1035,0,1101,0
7344,encoder.layers.encoder_layer_8.mlp.3.weight, 641  1896 ,21,1101,1035,0,1101,0
7345,encoder.layers.encoder_layer_8.mlp.3.weight, 177  342 ,10,1101,1035,0,1101,0
7346,encoder.layers.encoder_layer_8.mlp.3.weight, 452  2801 ,3,1101,1035,0,1101,0
7347,encoder.layers.encoder_layer_8.mlp.3.weight, 569  2019 ,15,1101,1035,0,1101,0
7348,encoder.layers.encoder_layer_8.mlp.3.weight, 762  1676 ,5,1101,1035,0,1101,0
7349,encoder.layers.encoder_layer_8.mlp.3.weight, 508  805 ,20,1101,1035,0,1101,0
7350,encoder.layers.encoder_layer_8.mlp.3.weight, 703  471 ,18,1101,1035,0,1101,0
7351,encoder.layers.encoder_layer_8.mlp.3.weight, 189  2363 ,28,1101,1035,0,1101,0
7352,encoder.layers.encoder_layer_8.mlp.3.weight, 644  1336 ,15,1101,1035,0,1101,0
7353,encoder.layers.encoder_layer_8.mlp.3.weight, 635  1096 ,19,1101,1035,0,1101,0
7354,encoder.layers.encoder_layer_8.mlp.3.weight, 343  2882 ,26,1101,1035,0,1101,0
7355,encoder.layers.encoder_layer_8.mlp.3.weight, 179  712 ,30,1101,41,0,41,1060
7356,encoder.layers.encoder_layer_8.mlp.3.weight, 33  2164 ,3,1101,1035,0,1101,0
7357,encoder.layers.encoder_layer_8.mlp.3.weight, 650  1397 ,3,1101,1035,0,1101,0
7358,encoder.layers.encoder_layer_8.mlp.3.weight, 16  818 ,25,1101,1035,0,1101,0
7359,encoder.layers.encoder_layer_8.mlp.3.weight, 521  2530 ,23,1101,1035,0,1101,0
7360,encoder.layers.encoder_layer_8.mlp.3.weight, 146  1517 ,23,1101,1035,0,1101,0
7361,encoder.layers.encoder_layer_8.mlp.3.weight, 574  1863 ,23,1101,1035,0,1101,0
7362,encoder.layers.encoder_layer_8.mlp.3.weight, 421  1118 ,0,1101,1035,0,1101,0
7363,encoder.layers.encoder_layer_8.mlp.3.weight, 42  2726 ,1,1101,1035,0,1101,0
7364,encoder.layers.encoder_layer_8.mlp.3.weight, 70  1246 ,18,1101,1035,0,1101,0
7365,encoder.layers.encoder_layer_8.mlp.3.weight, 90  2280 ,25,1101,1035,0,1101,0
7366,encoder.layers.encoder_layer_8.mlp.3.weight, 436  962 ,18,1101,1035,0,1101,0
7367,encoder.layers.encoder_layer_8.mlp.3.weight, 565  1173 ,4,1101,1035,0,1101,0
7368,encoder.layers.encoder_layer_8.mlp.3.weight, 84  2261 ,30,1101,41,0,41,1060
7369,encoder.layers.encoder_layer_8.mlp.3.weight, 277  821 ,31,1101,1035,0,1101,0
7370,encoder.layers.encoder_layer_8.mlp.3.weight, 252  2733 ,26,1101,1035,0,1101,0
7371,encoder.layers.encoder_layer_8.mlp.3.weight, 727  1705 ,3,1101,1035,0,1101,0
